effect_id,effect_name,defindex,item_name,listings_old,average_price_old,median_price_old,listings_new,average_price_new,median_price_new,_merge,price_change,percent_change,listing_change,status
6,Green Confetti,179,Tippler's Tricorne,1.0,7.951769802991907,7.951769802991907,1,7.9303766509049405,7.9303766509049405,both,-0.021393152086966793,-0.26903636067177744,0.0,Price Decreased
6,Green Confetti,180,Frenchman's Beret,1.0,12.1615302869288,12.1615302869288,1,12.12881134844285,12.12881134844285,both,-0.03271893848594942,-0.2690363606717791,0.0,Price Decreased
6,Green Confetti,181,Bloke's Bucket Hat,1.0,11.226027957165046,11.226027957165046,1,11.195825860101092,11.195825860101092,both,-0.03020209706395427,-0.26903636067178766,0.0,Price Decreased
6,Green Confetti,182,Vintage Merryweather,1.0,9.822774462519414,9.822774462519414,1,9.796347627588457,9.796347627588457,both,-0.0264268349309571,-0.2690363606717583,0.0,Price Decreased
6,Green Confetti,183,Sergeant's Drill Hat,1.0,20.58105125480258,20.58105125480258,1,20.52568074351867,20.52568074351867,both,-0.05537051128391113,-0.2690363606717633,0.0,Price Decreased
6,Green Confetti,184,Gentleman's Gatsby,1.0,11.226027957165046,11.226027957165046,1,11.195825860101092,11.195825860101092,both,-0.03020209706395427,-0.26903636067178766,0.0,Price Decreased
6,Green Confetti,185,Heavy Duty Rag,1.0,10.29052562740129,10.29052562740129,1,10.262840371759337,10.262840371759337,both,-0.027685255641953788,-0.269036360671746,0.0,Price Decreased
6,Green Confetti,213,Attendant,1.0,14.032534946456304,14.032534946456304,1,13.994782325126366,13.994782325126366,both,-0.03775262132993795,-0.26903636067175296,0.0,Price Decreased
6,Green Confetti,216,Rimmed Raincatcher,1.0,7.48401863811003,7.48401863811003,1,7.463883906734062,7.463883906734062,both,-0.02013473137596833,-0.26903636067177183,0.0,Price Decreased
6,Green Confetti,219,Milkman,1.0,21.51655358456633,21.51655358456633,1,21.458666231860427,21.458666231860427,both,-0.057887352705904505,-0.2690363606717513,0.0,Price Decreased
6,Green Confetti,223,Familiar Fez,1.0,15.903539605983816,15.903539605983816,1,15.86075330180988,15.86075330180988,both,-0.04278630417393714,-0.26903636067179976,0.0,Price Decreased
6,Green Confetti,227,Grenadier's Softcap,1.0,17.774544265511324,17.774544265511324,1,17.726724278493396,17.726724278493396,both,-0.047819987017927446,-0.2690363606717868,0.0,Price Decreased
6,Green Confetti,229,Ol' Snaggletooth,1.0,9.35502329763754,9.35502329763754,1,9.329854883417578,9.329854883417578,both,-0.025168414219962187,-0.26903636067179076,0.0,Price Decreased
6,Green Confetti,246,Pugilist's Protector,1.0,6.548516308346277,6.548516308346277,1,6.530898418392304,6.530898418392304,both,-0.017617889953973176,-0.26903636067178544,0.0,Price Decreased
6,Green Confetti,247,Old Guadalajara,1.0,13.097032616692552,13.097032616692552,1,13.061796836784607,13.061796836784607,both,-0.035235779907944575,-0.2690363606717719,0.0,Price Decreased
